rating,title,text,timestamp,helpful_vote,verified_purchase,cleaned_title,cleaned_text,combined_text,sentiment,year,Topic
5.0,I love this.,This worked so well to drown out the hotel noise. Charge lasted a long time.,2022-09-05 15:41:51,1,True,love,worked well drown hotel noise charge lasted long time,love worked well drown hotel noise charge lasted long time,positive,2022,Screen Protector
5.0,adjustable cell phone stand Anker,"I bought this because I have to sent lengthy emails from cell phone sometimes and so I attach a portable keyboard and use this stand to hold up my cell phone in a useful, hands-free position.  It works well.  It's about 3 1/2&#34; wide, the tray portion is about 2 3/4&#34; tall.  It holds my Samsung G7 vertically or horizontally WITH a slim case on it.  If you have a really thick case it might not fit in the little lower lip, but probably could still rest above it.  The base has two little rubber spots to help it stay put on slippery surfaces. You can set the easel back to any position that works using the side button (on the top of the easel - left hand side).  It is a flat black in color. The only other thing I could say about it is that is fairly heavy.  I had a pouch from something else and I drop into that to carry about. It adds significant weight to my purse, so I don't carry it everywhere.  It's sturdy!  I never hesitate to update my review should new info see useful.",2017-07-28 20:51:22,1,True,adjustable cell phone stand anker,bought sent lengthy email cell phone sometimes attach portable keyboard use stand hold cell phone useful handsfree position work well 3 1234 wide tray portion 2 3434 tall hold samsung g7 vertically horizontally slim case really thick case might fit little lower lip probably could still rest base two little rubber spot help stay put slippery surface set easel back position work using side button top easel left hand side flat black color thing could say fairly heavy pouch something else drop carry add significant weight purse dont carry everywhere sturdy never hesitate update review new info see useful,adjustable cell phone stand anker bought sent lengthy email cell phone sometimes attach portable keyboard use stand hold cell phone useful handsfree position work well 3 1234 wide tray portion 2 3434 tall hold samsung g7 vertically horizontally slim case really thick case might fit little lower lip probably could still rest base two little rubber spot help stay put slippery surface set easel back position work using side button top easel left hand side flat black color thing could say fairly heavy pouch something else drop carry add significant weight purse dont carry everywhere sturdy never hesitate update review new info see useful,positive,2017,Phone Stand
5.0,Clearly the best!,"These fit my phone so well, and if you take your time and put them on slowly, from the middle to the ends, they are crystal clear.  Keeps ALL dirt and fingerprints off my screen.  Thank you!",2012-06-19 14:52:45,0,True,clearly best,fit phone well take time put slowly middle end crystal clear keep dirt fingerprint screen thank,clearly best fit phone well take time put slowly middle end crystal clear keep dirt fingerprint screen thank,positive,2012,Screen Protector
4.0,Frayed cable within two weeks,"I bought 2 of these less than 2 weeks ago for international travel. I Like the units, they charge quickly and aren’t bulky. I’ve used each about 4 times. However, both ends of one cable have already frayed and won’t charge. I hope the units keep working.",2019-09-15 14:09:27,0,True,frayed cable within two week,bought 2 less 2 week ago international travel like unit charge quickly arent bulky ive used 4 time however end one cable already frayed wont charge hope unit keep working,frayed cable within two week bought 2 less 2 week ago international travel like unit charge quickly arent bulky ive used 4 time however end one cable already frayed wont charge hope unit keep working,positive,2019,Phone Holder
5.0,Flexible and Sturdy,"I was skeptical of the stability of the Soonpho Tripod Stand, but no matter how I positioned my phone into the holder and flexed the goose-neck, it was very stable on the floor. This is great if you want to have your phone off of your work surface, make videos or to make photos and keep a stable view. I have no regrets in ordering the Soonpho Tripod Stand. I found it easy to set-up and fold-down for storage. It requires very little space to store. It also comes with it's own nylon bag to keep it easy to grab-and-go and keep organized. I have no regrets for ordering the Soonpho Tripod Stand and recommend it for anyone that needs some flexibility for their tripod phone mount.",2020-10-10 04:27:55,0,False,flexible sturdy,skeptical stability soonpho tripod stand matter positioned phone holder flexed gooseneck stable floor great want phone work surface make video make photo keep stable view regret ordering soonpho tripod stand found easy setup folddown storage requires little space store also come nylon bag keep easy grabandgo keep organized regret ordering soonpho tripod stand recommend anyone need flexibility tripod phone mount,flexible sturdy skeptical stability soonpho tripod stand matter positioned phone holder flexed gooseneck stable floor great want phone work surface make video make photo keep stable view regret ordering soonpho tripod stand found easy setup folddown storage requires little space store also come nylon bag keep easy grabandgo keep organized regret ordering soonpho tripod stand recommend anyone need flexibility tripod phone mount,positive,2020,Phone Holder
5.0,Excellent Items,"I bought three sets and saved over $40 from local retail stores. They come from China, ship fast and work excellent. My brother has an iphone and bough several and saved more than I did. Save money and buy from these folks. They have most items",2013-09-09 20:56:01,0,True,excellent item,bought three set saved 40 local retail store come china ship fast work excellent brother iphone bough several saved save money buy folk item,excellent item bought three set saved 40 local retail store come china ship fast work excellent brother iphone bough several saved save money buy folk item,positive,2013,Phone Case
5.0,Nice.,"Covers phone well without adding much bulk, looks like it will be providing a bit of cushioning against drops (I am not going to test that on my phone). Fits my Samsung J3 Orbit very well, buttons work fine, there's plenty of room in the opening to accommodate the charging cable. texture adds some grip. More and better colors would be good.",2019-09-20 03:03:10,0,True,nice,cover phone well without adding much bulk look like providing bit cushioning drop going test phone fit samsung j3 orbit well button work fine there plenty room opening accommodate charging cable texture add grip better color would good,nice cover phone well without adding much bulk look like providing bit cushioning drop going test phone fit samsung j3 orbit well button work fine there plenty room opening accommodate charging cable texture add grip better color would good,positive,2019,Phone Case
5.0,"Durable, Affordable, Essential to My Everyday Needs!","I ordered this phone case as a replacement to my original phone case from Apple that had cracked and yellowed slightly over the previous year. This one works great! It was more affordable to begin with, arrived quickly, came with protective peel-off layers that kept it from getting scratched, and easily fit my phone. I’ve noticed that the corners are even reinforced, a feature my original Apple case did not have. The mag charger ring works perfectly, and I couldn’t be more pleased with this product purchase!",2022-04-07 18:05:49,0,True,durable affordable essential everyday need,ordered phone case replacement original phone case apple cracked yellowed slightly previous year one work great affordable begin arrived quickly came protective peeloff layer kept getting scratched easily fit phone ive noticed corner even reinforced feature original apple case mag charger ring work perfectly couldnt pleased product purchase,durable affordable essential everyday need ordered phone case replacement original phone case apple cracked yellowed slightly previous year one work great affordable begin arrived quickly came protective peeloff layer kept getting scratched easily fit phone ive noticed corner even reinforced feature original apple case mag charger ring work perfectly couldnt pleased product purchase,positive,2022,Phone Case
4.0,It would be a five-star review except that...,"...the listing describes these cables as six feet in length.  They're closer to five feet.  Other than that the quality seems excellent.  Just received them, so I'll revise my review if necessary on down the line.",2019-08-29 16:28:31,3,True,would fivestar review except,listing describes cable six foot length theyre closer five foot quality seems excellent received ill revise review necessary line,would fivestar review except listing describes cable six foot length theyre closer five foot quality seems excellent received ill revise review necessary line,positive,2019,Screen Protector
5.0,Love!!,"I wasn't too sure about these but I absolutely love them! I ordered a customized one and it showed up super fast. Was surprised at the quality of the print, love seeing this special pic every time I grab my phone!",2022-09-30 16:29:43,0,False,love,wasnt sure absolutely love ordered customized one showed super fast surprised quality print love seeing special pic every time grab phone,love wasnt sure absolutely love ordered customized one showed super fast surprised quality print love seeing special pic every time grab phone,positive,2022,Phone Holder
5.0,THhs is just great !!!,New phone..New charger. Works quickly.,2022-06-08 15:43:13,0,True,thhs great,new phonenew charger work quickly,thhs great new phonenew charger work quickly,positive,2022,Phone Charger
5.0,Buy this!,Excellent charger. The cube doubles as a night light too.,2019-12-12 19:58:40,0,True,buy,excellent charger cube double night light,buy excellent charger cube double night light,positive,2019,Phone Charger
5.0,Good workhorse bluetooth for reasonable price,"I really like this earpiece. It eliminates most of background noise. Easy to use. Clear for me to hear. I use it multiple hours every day. Sometimes the people I am talking to say they hear a small echo, but this is not consistent, so it could be the cell tower I am going through at the time. Talk time is several hours, and then it re-charges quickly.<br /><br />Only complaint - I lost the Bluetooth connection to this device after not using it for about a week (on vacation). The documentation that came with the product was minimal, but had their website address. However their website documentation was not easy to use. But I used a search engine and was able to find the correct answer. Easily fixed and paired again.",2017-06-17 15:08:59,1,True,good workhorse bluetooth reasonable price,really like earpiece eliminates background noise easy use clear hear use multiple hour every day sometimes people talking say hear small echo consistent could cell tower going time talk time several hour recharges quicklybr br complaint lost bluetooth connection device using week vacation documentation came product minimal website address however website documentation easy use used search engine able find correct answer easily fixed paired,good workhorse bluetooth reasonable price really like earpiece eliminates background noise easy use clear hear use multiple hour every day sometimes people talking say hear small echo consistent could cell tower going time talk time several hour recharges quicklybr br complaint lost bluetooth connection device using week vacation documentation came product minimal website address however website documentation easy use used search engine able find correct answer easily fixed paired,positive,2017,Phone Holder
5.0,You will love it!!,This is the BEST phone stand ever! I have them all over the house. They are very sturdy (I bought one on Amazon that looks similar but it was flimsy) and will hold whatever angle you bend them in to. They are excellent for hands-free Face timing and video watching. They also fold down to fit in your bag for travel. And the price is great!,2022-06-28 04:45:02,0,True,love,best phone stand ever house sturdy bought one amazon look similar flimsy hold whatever angle bend excellent handsfree face timing video watching also fold fit bag travel price great,love best phone stand ever house sturdy bought one amazon look similar flimsy hold whatever angle bend excellent handsfree face timing video watching also fold fit bag travel price great,positive,2022,Phone Stand
5.0,Great CAse,"Case is a great value, feels great slim and doesnt take anything away from the phones design while protecting it from falls and scratches",2018-10-17 12:44:27,0,True,great case,case great value feel great slim doesnt take anything away phone design protecting fall scratch,great case case great value feel great slim doesnt take anything away phone design protecting fall scratch,positive,2018,Phone Case
1.0,Fails after 4 months,Cable became intermittent after four months of service. Starts and stops charging with slight motion of cable. Other cables work fine.,2022-07-01 07:53:11,0,True,fails 4 month,cable became intermittent four month service start stop charging slight motion cable cable work fine,fails 4 month cable became intermittent four month service start stop charging slight motion cable cable work fine,negative,2022,Phone Holder
5.0,Stretchy nylon watch for Samsung galaxy 4 watch,"I just got the Samsung Galaxy 4 watch.  The band it comes with is really awful, silicony plastic.  Eh.  It's sweaty and uncomfortable.  I prefer a pull on, easy wear band and these are perfect for me.  It's the right width. And very comfortable to wear.  The only down side is on Samsung.  Changing the bands is not super fun - but doable. I recommend watching a Youtube video to learn how to replace the bands.  You get a nice selection of colors in 5 bands.  I am using the basic black, but like the options.   Having said all of this, I never hesitate to update my reviews should new info seem useful. All of my reviews reflect my honest, personal experience with the reviewed item - your experience may be different. I am not influenced by any outside source. I receive/accept NO free products or discounts that are not available to all shoppers- ever. For some reason our shopper ranks are no longer visible - so, to give you a little more info about me, I am a top 50 reviewer (#30 the highest rank achieved). Those numbers used to fluctuate over time - up and down but I noticed that they stopped updating regularly - perhaps to phase them out. It's a shame because it did help you see who has been around the longest and who is a trustworthy reviewer.  I've been doing reviews for over 25 years with Amazon - over 6,000 reviews posted, those reviews have been viewed well over 50,000 times, including well over 24,000 likes. Bottom line, I pay for all my stuff, just like you do.",2023-01-04 23:45:04,5,True,stretchy nylon watch samsung galaxy 4 watch,got samsung galaxy 4 watch band come really awful silicony plastic eh sweaty uncomfortable prefer pull easy wear band perfect right width comfortable wear side samsung changing band super fun doable recommend watching youtube video learn replace band get nice selection color 5 band using basic black like option said never hesitate update review new info seem useful review reflect honest personal experience reviewed item experience may different influenced outside source receiveaccept free product discount available shopper ever reason shopper rank longer visible give little info top 50 reviewer 30 highest rank achieved number used fluctuate time noticed stopped updating regularly perhaps phase shame help see around longest trustworthy reviewer ive review 25 year amazon 6000 review posted review viewed well 50000 time including well 24000 like bottom line pay stuff like,stretchy nylon watch samsung galaxy 4 watch got samsung galaxy 4 watch band come really awful silicony plastic eh sweaty uncomfortable prefer pull easy wear band perfect right width comfortable wear side samsung changing band super fun doable recommend watching youtube video learn replace band get nice selection color 5 band using basic black like option said never hesitate update review new info seem useful review reflect honest personal experience reviewed item experience may different influenced outside source receiveaccept free product discount available shopper ever reason shopper rank longer visible give little info top 50 reviewer 30 highest rank achieved number used fluctuate time noticed stopped updating regularly perhaps phase shame help see around longest trustworthy reviewer ive review 25 year amazon 6000 review posted review viewed well 50000 time including well 24000 like bottom line pay stuff like,positive,2023,Screen Protector
5.0,Great Case,This case is very durable and it looks great on my phone.,2020-01-19 16:47:40,0,True,great case,case durable look great phone,great case case durable look great phone,positive,2020,Phone Case
3.0,Good qaulity,Color was a tad off but quality was nice as was the price,2014-12-21 04:40:24,0,True,good qaulity,color tad quality nice price,good qaulity color tad quality nice price,positive,2014,Electric Stove
5.0,Beautiful band,Love the two color tones.  I like the thinner width of the band.  Great buy,2022-07-06 21:15:28,0,True,beautiful band,love two color tone like thinner width band great buy,beautiful band love two color tone like thinner width band great buy,positive,2022,Electric Stove
5.0,Great magnet strength,Loved how easy it was to install and how it keeps my phone stationary,2018-12-18 21:49:41,0,True,great magnet strength,loved easy install keep phone stationary,great magnet strength loved easy install keep phone stationary,positive,2018,Phone Holder
5.0,Crow Foot is the Best phone mount.,"I can tell right away when I open up the package that this is a quality device.<br />It is metal and not plastic like many other competitors. The design is also very unique and well thought out with the crow's foot style clamp, I'm just so happy that I purchased this one 👍",2020-09-13 17:49:19,0,True,crow foot best phone mount,tell right away open package quality devicebr metal plastic like many competitor design also unique well thought crow foot style clamp im happy purchased one,crow foot best phone mount tell right away open package quality devicebr metal plastic like many competitor design also unique well thought crow foot style clamp im happy purchased one,positive,2020,Phone Holder
5.0,Awesome Purchase,Absolutely Awesome Product..,2016-02-04 19:42:22,0,True,awesome purchase,absolutely awesome product,awesome purchase absolutely awesome product,positive,2016,Electric Stove
5.0,Nice case. Arrived quickly,Nice case.  Arrived quickly.  Matches the Rose I phone.,2017-01-08 18:12:44,0,True,nice case arrived quickly,nice case arrived quickly match rose phone,nice case arrived quickly nice case arrived quickly match rose phone,positive,2017,Phone Case
3.0,Hard to install.,Very hard to install. Wish I could have bought it at Best Buy and had them install it.,2018-03-06 22:49:49,0,True,hard install,hard install wish could bought best buy install,hard install hard install wish could bought best buy install,positive,2018,Electric Stove
5.0,Buen precio,Fue un regalo de cumpleaños y la persona quedo encantada,2022-12-07 02:53:37,0,True,buen precio,fue un regalo de cumpleaños la persona quedo encantada,buen precio fue un regalo de cumpleaños la persona quedo encantada,neutral,2022,Screen Protector
4.0,Works well as an adapter to charge,"Very lightweight.  I didn't try to break a window with it, but the blade does cut well (I didn't cut a seatbelt with it either)  I love the size. It does work well as a charge adapter.",2017-11-22 16:47:56,1,False,work well adapter charge,lightweight didnt try break window blade cut well didnt cut seatbelt either love size work well charge adapter,work well adapter charge lightweight didnt try break window blade cut well didnt cut seatbelt either love size work well charge adapter,positive,2017,Screen Protector
5.0,"Versatile, tripod very easy to set up","The tripod is by far the best tripod I have ever used for lighting, it's easy, stable, sleek, easy to fold up. The lighting provides for great versatility and is very easy to use. The only thing I would say that is not impressionable is the remote.",2020-12-25 20:29:10,0,True,versatile tripod easy set,tripod far best tripod ever used lighting easy stable sleek easy fold lighting provides great versatility easy use thing would say impressionable remote,versatile tripod easy set tripod far best tripod ever used lighting easy stable sleek easy fold lighting provides great versatility easy use thing would say impressionable remote,positive,2020,Screen Protector
5.0,Works with my Galaxy Note 3,"Sid Nuncius excellent and very helpful review of December 12, 2013 covers most of the key points and I do not want to repeat them. My review is based on prior experience with sports armbands and I will focus on that comparison.<br /><br />I received a review sample and had a ready point of comparison: a [[ASIN:B00F8HJM36 Mobile Maiden XXL Smartphone Workout Armband]]. That band had a few limitations for newer phones, but this one takes the design of a sports armband to a whole new level.<br /><br />First, this works with the larger phones. My Samsung Galaxy Note 3 fit, as did my Note 2. If you have a smaller phone, though, it may actually get a little lost in the ample pouch. Physically the inside dimensions of the pouch are 7.75 by 3,75 inches (although the top has slightly rounded corners that will take off about an eight of an inch.) Until someone comes out with a phone larger than the Note 3 this is the pouch to get for large smartphones.<br /><br />Second, the armband is heavy duty in every way: the thick, clear face will protect the phone while allowing you to still use your fingers to control all screen functions, and the padded arm strap and case construction are a giant leap over the Mobile Maiden armband to which I am comparing this one. Sound quality is superb even in the heavy case, and the protection that the design affords makes this perfect for strenuous activities. Having your phone enclosed in a zippered case versus one that has a slot to insert your phone is another level of protection that earns this one five stars in my opinion.<br /><br />The bottom line is this is perfect for large smartphones up to the biggest on the market at the time of this review. The protection is the best I have come across and it's comfortable to wear. Do heed my caveat about using this will small smartphones because those may actually flop around inside the pouch.",2014-01-06 18:32:46,74,False,work galaxy note 3,sid nuncius excellent helpful review december 12 2013 cover key point want repeat review based prior experience sport armband focus comparisonbr br received review sample ready point comparison asinb00f8hjm36 mobile maiden xxl smartphone workout armband band limitation newer phone one take design sport armband whole new levelbr br first work larger phone samsung galaxy note 3 fit note 2 smaller phone though may actually get little lost ample pouch physically inside dimension pouch 775 375 inch although top slightly rounded corner take eight inch someone come phone larger note 3 pouch get large smartphonesbr br second armband heavy duty every way thick clear face protect phone allowing still use finger control screen function padded arm strap case construction giant leap mobile maiden armband comparing one sound quality superb even heavy case protection design affords make perfect strenuous activity phone enclosed zippered case versus one slot insert phone another level protection earns one five star opinionbr br bottom line perfect large smartphones biggest market time review protection best come across comfortable wear heed caveat using small smartphones may actually flop around inside pouch,work galaxy note 3 sid nuncius excellent helpful review december 12 2013 cover key point want repeat review based prior experience sport armband focus comparisonbr br received review sample ready point comparison asinb00f8hjm36 mobile maiden xxl smartphone workout armband band limitation newer phone one take design sport armband whole new levelbr br first work larger phone samsung galaxy note 3 fit note 2 smaller phone though may actually get little lost ample pouch physically inside dimension pouch 775 375 inch although top slightly rounded corner take eight inch someone come phone larger note 3 pouch get large smartphonesbr br second armband heavy duty every way thick clear face protect phone allowing still use finger control screen function padded arm strap case construction giant leap mobile maiden armband comparing one sound quality superb even heavy case protection design affords make perfect strenuous activity phone enclosed zippered case versus one slot insert phone another level protection earns one five star opinionbr br bottom line perfect large smartphones biggest market time review protection best come across comfortable wear heed caveat using small smartphones may actually flop around inside pouch,positive,2014,Phone Case
5.0,Easy to install,Easy to install as long as you watch the video.,2022-06-26 18:59:32,0,True,easy install,easy install long watch video,easy install easy install long watch video,positive,2022,Screen Protector
2.0,USABLE WITH CAVEATS! YOU PAY FOR WHAT YOU GET!,"I have had the pan for about 5 months now. I find that it takes a noticeable time to heat up and once it does the cooking surface becomes convex and all the liquids float to the edges. There is a definite hot spot in the center that will actually burn anything that touches the area requiring careful attention while your cooking. If the handles are too close to the heating element or flame they get very hot! Be careful! Just a few minor scratches in the coating so far. Yes, easy clean up of most everything I cook in it. I always use plastic or rubber utensils with it and rarely need to wash it with other than a soft sponge. I also never heated it on ""High"" and most always cooked at medium heat. Because of the handles and the convex cooking surface when hot I would not buy this again. I chose this in favor of a more expensive heavier pan with lid that probably had one maybe two more coatings of the non-stick surface on it. Most of these pans last about 2-3 years before their scratches make them unhealthy to cook in anymore. It's just a fact of non-stick cookware. In general non-stick cookware  prices vary by thickness and type of metal and how many coatings are on it. There can be as little as 2 and as much as 5 coatings but unfortunately that doesn't really extend the life of the surface very much. A more expensive pan would be less likely to warp, probably heat more evenly and the handle or handles would remain cool. My last large pan like this was made in Sweden. It was much heavier and cooked very well but the surface only lasted about 3-4 years even with the best of care. It seems it's the nature of the beast.",2019-11-14 01:39:45,0,True,usable caveat pay get,pan 5 month find take noticeable time heat cooking surface becomes convex liquid float edge definite hot spot center actually burn anything touch area requiring careful attention cooking handle close heating element flame get hot careful minor scratch coating far yes easy clean everything cook always use plastic rubber utensil rarely need wash soft sponge also never heated high always cooked medium heat handle convex cooking surface hot would buy chose favor expensive heavier pan lid probably one maybe two coating nonstick surface pan last 23 year scratch make unhealthy cook anymore fact nonstick cookware general nonstick cookware price vary thickness type metal many coating little 2 much 5 coating unfortunately doesnt really extend life surface much expensive pan would less likely warp probably heat evenly handle handle would remain cool last large pan like made sweden much heavier cooked well surface lasted 34 year even best care seems nature beast,usable caveat pay get pan 5 month find take noticeable time heat cooking surface becomes convex liquid float edge definite hot spot center actually burn anything touch area requiring careful attention cooking handle close heating element flame get hot careful minor scratch coating far yes easy clean everything cook always use plastic rubber utensil rarely need wash soft sponge also never heated high always cooked medium heat handle convex cooking surface hot would buy chose favor expensive heavier pan lid probably one maybe two coating nonstick surface pan last 23 year scratch make unhealthy cook anymore fact nonstick cookware general nonstick cookware price vary thickness type metal many coating little 2 much 5 coating unfortunately doesnt really extend life surface much expensive pan would less likely warp probably heat evenly handle handle would remain cool last large pan like made sweden much heavier cooked well surface lasted 34 year even best care seems nature beast,positive,2019,Screen Protector
4.0,no problem,I received the product fast. It is sturdy and worth the money. However I didn't get the screen protector or the cleaning cloths either. That's why I gave it 4 stars.,2013-10-20 18:12:18,0,True,problem,received product fast sturdy worth money however didnt get screen protector cleaning cloth either thats gave 4 star,problem received product fast sturdy worth money however didnt get screen protector cleaning cloth either thats gave 4 star,positive,2013,Screen Protector
5.0,Best screen protector ever!,This is the only screen protector that I have been able to install myself w/o any problems at all. No bubbles whatsoever! I am so happy with it!,2014-11-19 17:26:27,0,True,best screen protector ever,screen protector able install wo problem bubble whatsoever happy,best screen protector ever screen protector able install wo problem bubble whatsoever happy,positive,2014,Screen Protector
5.0,Tough.,I like it. It’s a little slick; I’m used to something a little more rubbery. But I’m getting used to it.,2020-04-17 23:38:56,0,True,tough,like little slick im used something little rubbery im getting used,tough like little slick im used something little rubbery im getting used,negative,2020,Electric Stove
5.0,Very very nice little microfiber for ipad,"Very very nice little microfiber for ipad, my husband keeps going through them, so now this one has extras tips so maybe I won't to buy any too often.",2016-02-22 20:00:56,0,True,nice little microfiber ipad,nice little microfiber ipad husband keep going one extra tip maybe wont buy often,nice little microfiber ipad nice little microfiber ipad husband keep going one extra tip maybe wont buy often,positive,2016,Screen Protector
5.0,Comfortable and accurate,I wanted a narrower tip to use with smaller touch screen. This lightweight stylus fits the bill perfectly.  I don't have to guess exactly how to tap the screen as I sometime must with the broader tipped stylus. I'm very pleased with the stylus.,2021-02-09 23:20:30,0,True,comfortable accurate,wanted narrower tip use smaller touch screen lightweight stylus fit bill perfectly dont guess exactly tap screen sometime must broader tipped stylus im pleased stylus,comfortable accurate wanted narrower tip use smaller touch screen lightweight stylus fit bill perfectly dont guess exactly tap screen sometime must broader tipped stylus im pleased stylus,positive,2021,Screen Protector
5.0,It definitely works!,"I have used a variety of these tempered glass type of protectors, without really noticing much of a difference, however, this one was put to the test and survived! On my previous phone, I had a similar protector on it, when I fell while holding the phone and unfortunately, the protector could not save my phone and the screen was severely damaged.<br /><br />For my current phone, I had originally purchased and installed a similar type of protector but after a few days, it just started falling off- so i ordered a new one....the one.  (I just got this one on December 24)<br /><br />Well, wouldn't you know, one of my kids decided to mess with the phone when I wasn't in the room, and apparently, the phone was dropped. They didn't tell me, I just happened to notice when I picked my phone up and saw the cracks. I do not know what surface it was dropped on or from what height, but I can tell you that the top 2 corners on the protector were chipped and broken and there was several cracks running down it, HOWEVER, no damage to my screen!!! WHAT A HUGE RELIEF. This definitely works and I just ordered a 2nd one, to replace this one that is cracked and damaged.  I attached pictures showing the damage to the phone.",2019-01-03 16:24:33,5,True,definitely work,used variety tempered glass type protector without really noticing much difference however one put test survived previous phone similar protector fell holding phone unfortunately protector could save phone screen severely damagedbr br current phone originally purchased installed similar type protector day started falling ordered new onethe one got one december 24br br well wouldnt know one kid decided mess phone wasnt room apparently phone dropped didnt tell happened notice picked phone saw crack know surface dropped height tell top 2 corner protector chipped broken several crack running however damage screen huge relief definitely work ordered 2nd one replace one cracked damaged attached picture showing damage phone,definitely work used variety tempered glass type protector without really noticing much difference however one put test survived previous phone similar protector fell holding phone unfortunately protector could save phone screen severely damagedbr br current phone originally purchased installed similar type protector day started falling ordered new onethe one got one december 24br br well wouldnt know one kid decided mess phone wasnt room apparently phone dropped didnt tell happened notice picked phone saw crack know surface dropped height tell top 2 corner protector chipped broken several crack running however damage screen huge relief definitely work ordered 2nd one replace one cracked damaged attached picture showing damage phone,positive,2019,Screen Protector
5.0,product as per description and easy to install,"Quick Delivery, product as per description and easy to install.<br />I definitely recommend to my family and friends",2015-05-18 17:54:06,0,True,product per description easy install,quick delivery product per description easy installbr definitely recommend family friend,product per description easy install quick delivery product per description easy installbr definitely recommend family friend,positive,2015,Phone Charger
5.0,Good product,"These protectors arrived as promised, actually they came in a little earlier than promised and they are good quality. Would order again from this site.",2011-10-20 13:20:03,0,True,good product,protector arrived promised actually came little earlier promised good quality would order site,good product protector arrived promised actually came little earlier promised good quality would order site,positive,2011,Screen Protector
5.0,fit perfect!,my sister really likes it!,2020-08-01 23:30:31,0,True,fit perfect,sister really like,fit perfect sister really like,positive,2020,Screen Protector
4.0,ALWAYS durable!,"These screen protectors have always been my go-to since I discovered them a few years ago and recommend them to everyone! One thing about the protector for the iPhone X is that I wish it had a little device to help place the screen on the like the iPhone XS has in its package. I wanted it to be, as best possible, straight as can be. That’s my only complaint. Thanks for a great product again!",2019-01-17 13:02:45,0,True,always durable,screen protector always goto since discovered year ago recommend everyone one thing protector iphone x wish little device help place screen like iphone x package wanted best possible straight thats complaint thanks great product,always durable screen protector always goto since discovered year ago recommend everyone one thing protector iphone x wish little device help place screen like iphone x package wanted best possible straight thats complaint thanks great product,positive,2019,Screen Protector
1.0,Dissatisfied User of ArmorSuit.,"Not a fan of this screen saver. Thought it ws goin to be the same 1 I bought about 9/10 mos, & it's not. Didn't fit fone, eventhough it's for S8+  😑. I put the old 1 bk on & works fantastic, just has spots on it from removal. Hope u improve ur stuff soon.",2018-11-15 23:22:08,1,True,dissatisfied user armorsuit,fan screen saver thought w goin 1 bought 910 mo didnt fit fone eventhough s8 put old 1 bk work fantastic spot removal hope u improve ur stuff soon,dissatisfied user armorsuit fan screen saver thought w goin 1 bought 910 mo didnt fit fone eventhough s8 put old 1 bk work fantastic spot removal hope u improve ur stuff soon,positive,2018,Screen Protector
5.0,Worth the money,This set is definitely worth the money. It comes with 2 perfect size stylus pens and a cleaning cloth. Alot of times my phone won't respond with just my finger hitting buttons but it responds everytime with this stylus. Plus the pink and purple rhinestones make the pens super cute.,2020-11-12 04:15:20,0,True,worth money,set definitely worth money come 2 perfect size stylus pen cleaning cloth alot time phone wont respond finger hitting button responds everytime stylus plus pink purple rhinestone make pen super cute,worth money set definitely worth money come 2 perfect size stylus pen cleaning cloth alot time phone wont respond finger hitting button responds everytime stylus plus pink purple rhinestone make pen super cute,positive,2020,Screen Protector
3.0,"but it's a very sturdy, bulky case","Wouldn't buy it again, but it's a very sturdy, bulky case. Kickstand is somewhat useful. Case is nice and sharp looking. Wished the front part extended above the screen of my phone, so I wouldn't have to worry about scratches. 3/5.",2014-12-05 07:10:05,0,True,sturdy bulky case,wouldnt buy sturdy bulky case kickstand somewhat useful case nice sharp looking wished front part extended screen phone wouldnt worry scratch 35,sturdy bulky case wouldnt buy sturdy bulky case kickstand somewhat useful case nice sharp looking wished front part extended screen phone wouldnt worry scratch 35,positive,2014,Phone Case
1.0,Cute but cheap,Cracked within 1 day of me putting it on.,2022-06-10 18:48:09,2,True,cute cheap,cracked within 1 day putting,cute cheap cracked within 1 day putting,positive,2022,Phone Holder
5.0,Good,Good,2020-07-13 04:52:54,0,True,good,good,good good,positive,2020,Electric Stove
3.0,Three Stars,It's holding up better than the last one I had.,2016-04-06 19:39:37,0,True,three star,holding better last one,three star holding better last one,positive,2016,Electric Stove
5.0,Super tough and durable.,"I love this cell phone case by YouMaker. It’s super tough and durable, and is very easy to put on your phone. It even has a kickstand. Very nice for the price!",2021-03-11 11:45:24,0,False,super tough durable,love cell phone case youmaker super tough durable easy put phone even kickstand nice price,super tough durable love cell phone case youmaker super tough durable easy put phone even kickstand nice price,positive,2021,Phone Case
1.0,Waste of money,After 20 mins i finally figured out how to take apart the case just to put on my phone.. once case is on the buttons for volume and power were so hard it wouldnt work. The case does no good if i cant access the buttons.. waste of money,2022-12-21 03:59:51,0,True,waste money,20 min finally figured take apart case put phone case button volume power hard wouldnt work case good cant access button waste money,waste money 20 min finally figured take apart case put phone case button volume power hard wouldnt work case good cant access button waste money,positive,2022,Phone Case
2.0,Stopped Working,This charger didn't last long before it stopped working. Very disappointed in a big name brand.,2021-07-07 13:25:26,0,True,stopped working,charger didnt last long stopped working disappointed big name brand,stopped working charger didnt last long stopped working disappointed big name brand,negative,2021,Phone Charger
